SERIAL,REF,QUESTNNR,MODE,STARTED,BG02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID
NA,887,base,interview,2023-02-22T19:14:13Z,NA,1,-9,-9,-9,-9,-9,3,NA,NA,NA,17,7,27,NA,2023-02-22T19:14:40Z,TRUE,FALSE,6,6,887
NA,307,base,interview,2023-02-22T19:20:36Z,NA,46,48,55,62,64,55,14,NA,NA,NA,34,6,54,NA,2023-02-22T19:21:30Z,TRUE,FALSE,6,6,307
NA,572,base,interview,2023-02-22T19:28:26Z,NA,6,12,21,29,31,40,4,NA,NA,NA,8,NA,12,NA,2023-02-22T19:28:38Z,FALSE,FALSE,5,5,572
NA,992,base,interview,2023-02-22T19:42:47Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",1,1,1,1,-9,1,4,NA,NA,6,63,4,77,NA,2023-02-22T19:44:04Z,TRUE,FALSE,6,6,992
NA,779,base,interview,2023-02-22T19:43:14Z,NA,81,82,80,79,80,81,4,NA,NA,NA,53,30,87,NA,2023-02-22T19:44:41Z,TRUE,FALSE,6,6,779
NA,537,base,interview,2023-02-22T19:46:55Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,5,6,13,NA,2023-02-22T19:47:08Z,TRUE,FALSE,6,6,537
NA,537,base,interview,2023-02-22T19:47:23Z,NA,-9,80,-9,-9,-9,-9,1,NA,NA,NA,10,1,12,NA,2023-02-22T19:47:35Z,TRUE,FALSE,6,6,537
NA,537,base,interview,2023-02-22T19:48:40Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,8,7,20,NA,2023-02-22T19:49:00Z,TRUE,FALSE,6,6,537
NA,366,base,interview,2023-02-22T19:58:37Z,NA,27,28,25,38,23,25,39,NA,NA,NA,28,18,50,NA,2023-02-22T20:00:02Z,TRUE,FALSE,6,6,366
NA,565,base,interview,2023-02-22T19:58:48Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,4,6,11,NA,2023-02-22T19:58:59Z,TRUE,FALSE,6,6,565
NA,816,base,interview,2023-02-22T20:01:07Z,NA,101,-9,-9,-9,101,-9,2,NA,NA,NA,5,40171,32,NA,2023-02-23T07:10:45Z,TRUE,FALSE,6,6,816
NA,414,base,interview,2023-02-22T20:09:40Z,NA,70,78,84,57,60,47,5,NA,NA,NA,21,NA,26,NA,2023-02-22T20:10:06Z,FALSE,FALSE,5,5,414
NA,948,base,interview,2023-02-22T20:20:58Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,-9,-9,1,-9,2,NA,NA,3,9,3,17,NA,2023-02-22T20:21:15Z,TRUE,FALSE,6,6,948
NA,553,base,interview,2023-02-22T20:23:58Z,NA,-9,-9,-9,-9,-9,-9,11,NA,NA,NA,10,NA,21,NA,2023-02-22T20:24:19Z,FALSE,FALSE,5,5,553
NA,631,base,interview,2023-02-22T20:34:18Z,NA,66,67,56,16,1,-9,9,NA,NA,NA,70,8,87,NA,2023-02-22T20:35:45Z,TRUE,FALSE,6,6,631
NA,751,base,interview,2023-02-22T20:36:06Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,-9,-9,-9,-9,-9,1,NA,NA,3,17,3,24,NA,2023-02-22T20:36:31Z,TRUE,FALSE,6,6,751
NA,771,base,interview,2023-02-22T20:47:30Z,NA,-9,-9,-9,-9,-9,73,1,NA,NA,NA,6,3,10,NA,2023-02-22T20:47:40Z,TRUE,FALSE,6,6,771
NA,634,base,interview,2023-02-22T20:48:02Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,4,NA,6,NA,2023-02-22T20:48:08Z,FALSE,FALSE,5,5,634
NA,846,base,interview,2023-02-22T20:51:24Z,NA,-9,-9,-9,-9,-9,-9,13,NA,NA,NA,44,NA,57,NA,2023-02-22T20:52:21Z,FALSE,FALSE,5,5,846
NA,871,base,interview,2023-02-22T20:56:23Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,22,65833,51,NA,2023-02-23T15:14:02Z,TRUE,FALSE,6,6,871
NA,346,base,interview,2023-02-22T22:05:51Z,NA,24,50,46,51,53,55,1,NA,NA,NA,45,7,53,NA,2023-02-22T22:06:44Z,TRUE,FALSE,6,6,346
NA,346,base,interview,2023-02-22T22:08:43Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,3,NA,5,NA,2023-02-22T22:08:48Z,FALSE,FALSE,5,5,346
NA,748,base,interview,2023-02-22T22:10:17Z,NA,-9,-9,-9,1,1,-9,1,NA,NA,NA,16,NA,17,NA,2023-02-22T22:10:34Z,FALSE,FALSE,5,5,748
NA,882,base,interview,2023-02-22T22:14:54Z,NA,-9,1,-9,-9,-9,-9,15,NA,NA,NA,14,NA,29,NA,2023-02-22T22:15:23Z,FALSE,FALSE,5,5,882
NA,1044,base,interview,2023-02-22T22:22:13Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,63,-9,-9,-9,-9,-9,11,NA,NA,5,8,36,60,NA,2023-02-22T22:23:13Z,TRUE,FALSE,6,6,1044
NA,749,base,interview,2023-02-22T22:49:48Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,13,172423,42,NA,2023-02-22T22:50:05Z,FALSE,FALSE,5,6,749
NA,824,base,interview,2023-02-22T22:55:00Z,NA,12,15,17,15,17,16,12,NA,NA,NA,13,6,31,NA,2023-02-22T22:55:31Z,TRUE,FALSE,6,6,824
NA,371,base,interview,2023-02-23T00:50:46Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,-9,-9,-9,-9,-9,1,NA,NA,9,5,6,21,NA,2023-02-23T00:51:07Z,TRUE,FALSE,6,6,371
NA,789,base,interview,2023-02-23T01:25:51Z,NA,1,44,18,-9,-9,-9,8,NA,NA,NA,26,11,45,NA,2023-02-23T01:26:36Z,TRUE,FALSE,6,6,789
NA,1064,base,interview,2023-02-23T06:43:10Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,1,-9,-9,-9,-9,22,2,NA,NA,3,10,NA,15,NA,2023-02-23T06:43:26Z,FALSE,FALSE,5,5,1064
NA,794,base,interview,2023-02-23T07:17:39Z,NA,-9,-9,-9,-9,-9,-9,6,NA,NA,NA,18,6,30,NA,2023-02-23T07:18:09Z,TRUE,FALSE,6,6,794
NA,851,base,interview,2023-02-23T07:39:23Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,9,10,23,NA,2023-02-23T07:39:46Z,TRUE,FALSE,6,6,851
NA,756,base,interview,2023-02-23T07:43:39Z,NA,73,53,35,55,19,30,21,NA,NA,NA,80,19456,126,NA,2023-02-23T07:45:20Z,FALSE,FALSE,5,6,756
NA,546,base,interview,2023-02-23T07:47:31Z,NA,52,80,22,27,41,35,19,NA,NA,NA,41,6,66,NA,2023-02-23T07:48:37Z,TRUE,FALSE,6,6,546
NA,729,base,interview,2023-02-23T08:02:35Z,NA,37,22,27,19,13,22,10,NA,NA,NA,29,3,42,NA,2023-02-23T08:03:17Z,TRUE,FALSE,6,6,729
NA,761,base,interview,2023-02-23T08:58:54Z,NA,41,43,42,41,42,39,7,NA,NA,NA,27,NA,34,NA,2023-02-23T08:59:28Z,FALSE,FALSE,5,5,761
NA,740,base,interview,2023-02-23T09:30:53Z,NA,45,54,48,27,25,31,1,NA,NA,NA,17,2,20,NA,2023-02-23T09:31:13Z,TRUE,FALSE,6,6,740
NA,915,base,interview,2023-02-23T10:05:51Z,NA,91,76,66,66,92,58,8,NA,NA,NA,116,34,158,NA,2023-02-23T10:08:29Z,TRUE,FALSE,6,6,915
NA,800,base,interview,2023-02-23T10:11:28Z,NA,31,31,31,7,11,6,7,NA,NA,NA,67,12,86,NA,2023-02-23T10:12:54Z,TRUE,FALSE,6,6,800
NA,856,base,interview,2023-02-23T10:23:18Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,5,4,10,NA,2023-02-23T10:23:28Z,TRUE,FALSE,6,6,856
NA,882,base,interview,2023-02-23T10:37:43Z,NA,73,-9,-9,-9,-9,-9,1,NA,NA,NA,6,NA,7,NA,2023-02-23T10:37:50Z,FALSE,FALSE,5,5,882
NA,825,base,interview,2023-02-23T10:59:00Z,NA,-9,-9,-9,-9,-9,94,1,NA,NA,NA,6,104742,32,NA,2023-02-24T16:04:49Z,FALSE,FALSE,6,6,825
NA,731,base,interview,2023-02-23T11:03:33Z,NA,36,31,35,15,23,6,3,NA,NA,NA,15,6,24,NA,2023-02-23T11:03:57Z,TRUE,FALSE,6,6,731
NA,401,base,interview,2023-02-23T11:16:45Z,NA,34,85,-9,-9,-9,43,2,NA,NA,NA,16,14,32,NA,2023-02-23T11:17:17Z,TRUE,FALSE,6,6,401
NA,537,base,interview,2023-02-23T11:33:53Z,NA,-9,-9,-9,101,-9,-9,12,NA,NA,NA,7,275,294,NA,2023-02-23T11:38:47Z,FALSE,FALSE,6,6,537
NA,360,base,interview,2023-02-23T11:47:43Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,8,13,23,NA,2023-02-23T11:48:06Z,TRUE,FALSE,6,6,360
NA,815,base,interview,2023-02-23T11:53:00Z,NA,-9,-9,1,-9,-9,-9,3,NA,NA,NA,10,39,52,NA,2023-02-23T11:53:52Z,FALSE,FALSE,6,6,815
NA,797,base,interview,2023-02-23T12:33:52Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,6,NA,7,NA,2023-02-23T12:33:59Z,FALSE,FALSE,5,5,797
NA,615,base,interview,2023-02-23T12:43:28Z,NA,22,-9,-9,-9,-9,-9,4,NA,NA,NA,11,11,26,NA,2023-02-23T12:43:54Z,TRUE,FALSE,6,6,615
NA,615,base,interview,2023-02-23T12:44:09Z,NA,11,26,-9,-9,-9,-9,2,NA,NA,NA,10,NA,12,NA,2023-02-23T12:44:21Z,FALSE,FALSE,5,5,615
NA,835,base,interview,2023-02-23T12:59:03Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,6,NA,9,NA,2023-02-23T12:59:12Z,FALSE,FALSE,5,5,835
NA,642,base,interview,2023-02-23T13:02:06Z,NA,31,26,25,34,45,34,2,NA,NA,NA,17,6,25,NA,2023-02-23T13:02:31Z,TRUE,FALSE,6,6,642
NA,565,base,interview,2023-02-23T13:35:16Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,9,4,14,NA,2023-02-23T13:35:30Z,TRUE,FALSE,6,6,565
NA,299,base,interview,2023-02-23T17:00:41Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,69,-9,-9,-9,50,-9,11,NA,NA,6,7,6,30,NA,2023-02-23T17:01:12Z,TRUE,FALSE,6,6,299
NA,531,base,interview,2023-02-23T17:18:32Z,NA,-9,-9,-9,-9,-9,-9,10,NA,NA,NA,17,4,31,NA,2023-02-23T17:19:03Z,TRUE,FALSE,6,6,531
NA,771,base,interview,2023-02-23T18:27:29Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,4,NA,5,NA,2023-02-23T18:27:34Z,FALSE,FALSE,5,5,771
NA,881,base,interview,2023-02-23T18:49:26Z,NA,33,19,20,26,26,24,1,NA,NA,NA,13,NA,14,NA,2023-02-23T18:49:40Z,FALSE,FALSE,5,5,881
NA,1006,base,interview,2023-02-23T19:25:29Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",61,73,51,64,69,29,9,NA,NA,32,49,15,79,NA,2023-02-23T19:27:14Z,TRUE,FALSE,6,6,1006
NA,705,base,interview,2023-02-23T21:12:07Z,NA,89,-9,-9,-9,-9,-9,3,NA,NA,NA,8,207033,36,NA,2023-02-26T06:42:52Z,FALSE,FALSE,6,6,705
NA,378,base,interview,2023-02-23T22:24:16Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",-9,-9,101,-9,-9,-9,13,NA,NA,5,12,7,37,NA,2023-02-23T22:24:53Z,TRUE,FALSE,6,6,378
NA,671,base,interview,2023-02-24T09:55:33Z,NA,71,65,79,58,58,47,9,NA,NA,NA,42,11,62,NA,2023-02-24T09:56:35Z,TRUE,FALSE,6,6,671
NA,302,base,interview,2023-02-24T10:10:19Z,NA,51,61,41,61,26,36,6,NA,NA,NA,66,201,273,NA,2023-02-24T10:14:52Z,TRUE,FALSE,6,6,302
NA,346,base,interview,2023-02-24T10:36:47Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,3,5,10,NA,2023-02-24T10:36:57Z,TRUE,FALSE,6,6,346
NA,562,base,interview,2023-02-24T11:16:58Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,5,NA,8,NA,2023-02-24T11:17:06Z,FALSE,FALSE,5,5,562
NA,814,base,interview,2023-02-24T13:06:07Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,1,-9,-9,-9,44,1,1,NA,NA,3,16,17,37,NA,2023-02-24T13:06:44Z,TRUE,FALSE,6,6,814
NA,888,base,interview,2023-02-24T13:46:12Z,NA,60,60,48,51,52,40,2,NA,NA,NA,11,NA,13,NA,2023-02-24T13:46:25Z,FALSE,FALSE,5,5,888
NA,547,base,interview,2023-02-24T14:15:30Z,NA,51,59,47,48,60,42,2,NA,NA,NA,15,2,19,NA,2023-02-24T14:15:49Z,TRUE,FALSE,6,6,547
NA,538,base,interview,2023-02-24T19:31:25Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,10,6,19,NA,2023-02-24T19:31:44Z,TRUE,FALSE,6,6,538
NA,799,base,interview,2023-02-24T22:35:08Z,NA,64,62,65,53,53,55,11,NA,NA,NA,50,6,67,NA,2023-02-24T22:36:15Z,TRUE,FALSE,6,6,799
NA,771,base,interview,2023-02-24T23:31:57Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,4,NA,6,NA,2023-02-24T23:32:03Z,FALSE,FALSE,5,5,771
NA,554,base,interview,2023-02-25T05:28:00Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,8,NA,9,NA,2023-02-25T05:28:09Z,FALSE,FALSE,5,5,554
NA,826,base,interview,2023-02-25T08:59:04Z,NA,53,22,50,9,12,14,10,NA,NA,NA,37,25,72,NA,2023-02-25T09:00:16Z,TRUE,FALSE,6,6,826
NA,826,base,interview,2023-02-25T09:00:37Z,NA,15,5,23,9,11,22,2,NA,NA,NA,24,NA,26,NA,2023-02-25T09:01:03Z,FALSE,FALSE,5,5,826
NA,537,base,interview,2023-02-25T09:13:42Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,13,7,22,NA,2023-02-25T09:14:04Z,TRUE,FALSE,6,6,537
NA,635,base,interview,2023-02-25T09:32:40Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,5,NA,8,NA,2023-02-25T09:32:48Z,FALSE,FALSE,5,5,635
NA,771,base,interview,2023-02-25T10:12:17Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,3,NA,4,NA,2023-02-25T10:12:21Z,FALSE,FALSE,5,5,771
NA,809,base,interview,2023-02-25T15:51:26Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,6,8,18,NA,2023-02-25T15:51:44Z,TRUE,FALSE,6,6,809
NA,825,base,interview,2023-02-25T17:06:03Z,NA,15,-9,87,-9,-9,-9,2,NA,NA,NA,7,19210,34,NA,2023-02-25T22:26:22Z,TRUE,FALSE,6,6,825
NA,634,base,interview,2023-02-25T20:19:01Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,5,39116,32,NA,2023-02-26T07:11:04Z,FALSE,FALSE,6,6,634
NA,861,base,interview,2023-02-25T20:52:17Z,NA,61,73,60,72,62,72,7,NA,NA,NA,22,6,35,NA,2023-02-25T20:52:52Z,TRUE,FALSE,6,6,861
NA,824,base,interview,2023-02-25T22:57:36Z,NA,15,17,18,19,23,27,2,NA,NA,NA,10,5,17,NA,2023-02-25T22:57:53Z,TRUE,FALSE,6,6,824
NA,565,base,interview,2023-02-26T14:11:36Z,NA,-9,-9,-9,-9,-9,-9,1,NA,NA,NA,4,2,7,NA,2023-02-26T14:11:43Z,TRUE,FALSE,6,6,565
NA,771,base,interview,2023-02-26T20:56:27Z,NA,82,-9,-9,-9,-9,-9,1,NA,NA,NA,5,NA,6,NA,2023-02-26T20:56:33Z,FALSE,FALSE,5,5,771
NA,643,base,interview,2023-02-27T07:28:59Z,NA,3,4,3,5,10,10,2,NA,NA,NA,7,3,12,NA,2023-02-27T07:29:11Z,FALSE,FALSE,6,6,643
NA,316,base,interview,2023-02-27T10:13:20Z,NA,20,21,41,41,11,15,2,NA,NA,NA,52,6,60,NA,2023-02-27T10:14:20Z,TRUE,FALSE,6,6,316
NA,557,base,interview,2023-02-27T12:35:05Z,NA,-9,-9,-9,-9,-9,-9,19,NA,NA,NA,8,NA,27,NA,2023-02-27T12:35:32Z,FALSE,FALSE,5,5,557
NA,551,base,interview,2023-02-27T14:52:12Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,6,5,13,NA,2023-02-27T14:52:25Z,TRUE,FALSE,6,6,551
NA,438,base,interview,2023-02-27T15:04:33Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",7,13,4,10,5,6,1,NA,NA,7,10,6,24,NA,2023-02-27T15:04:57Z,TRUE,FALSE,6,6,438
NA,552,base,interview,2023-02-28T13:56:11Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,14,6,22,NA,2023-02-28T13:56:33Z,TRUE,FALSE,6,6,552
NA,685,base,interview,2023-02-28T15:51:07Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,10,3,16,NA,2023-02-28T15:51:23Z,TRUE,FALSE,6,6,685
NA,635,base,interview,2023-02-28T18:48:56Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,6,NA,9,NA,2023-02-28T18:49:05Z,FALSE,FALSE,5,5,635
NA,756,base,interview,2023-02-28T19:24:05Z,NA,81,76,51,61,51,31,2,NA,NA,NA,45,17,64,NA,2023-02-28T19:25:09Z,TRUE,FALSE,6,6,756
NA,868,base,interview,2023-02-28T19:27:16Z,NA,39,38,57,41,47,39,4,NA,NA,NA,19,7,30,NA,2023-02-28T19:27:46Z,TRUE,FALSE,6,6,868
NA,302,base,interview,2023-03-01T12:03:59Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,9,3,15,NA,2023-03-01T12:04:14Z,TRUE,FALSE,6,6,302
NA,744,base,interview,2023-03-01T12:41:37Z,NA,-9,-9,-9,-9,-9,-9,4,NA,NA,NA,13,2,19,NA,2023-03-01T12:41:56Z,TRUE,FALSE,6,6,744
NA,674,base,interview,2023-03-01T14:31:49Z,NA,23,23,32,15,11,62,20,NA,NA,NA,43,8,71,NA,2023-03-01T14:33:00Z,TRUE,FALSE,6,6,674
NA,545,base,interview,2023-03-02T16:19:31Z,"Ich bin damit einverstanden, dass meine anonymisierten Daten und Nutzungsdaten aus Moodle unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,7,NA,NA,6,NA,NA,13,NA,2023-03-02T16:19:44Z,FALSE,FALSE,4,4,545
NA,856,base,interview,2023-03-02T19:07:57Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,8,5,15,NA,2023-03-02T19:08:12Z,TRUE,FALSE,6,6,856
NA,907,base,interview,2023-03-04T18:11:12Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,13,5,21,NA,2023-03-04T18:11:33Z,TRUE,FALSE,6,6,907
NA,799,base,interview,2023-03-04T19:30:06Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,18,17,40,NA,2023-03-04T19:30:46Z,TRUE,FALSE,6,6,799
NA,694,base,interview,2023-03-05T20:18:03Z,NA,69,-9,-9,-9,-9,76,3,NA,NA,NA,11,39,53,NA,2023-03-05T20:18:56Z,TRUE,FALSE,6,6,694
NA,690,base,interview,2023-03-08T23:42:02Z,NA,16,41,13,8,13,9,5,NA,NA,NA,9,15,29,NA,2023-03-08T23:42:31Z,TRUE,FALSE,6,6,690
NA,383,base,interview,2023-03-09T10:20:50Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,3,NA,8,NA,2023-03-09T10:20:58Z,FALSE,FALSE,5,5,383
NA,619,base,interview,2023-03-09T16:46:56Z,NA,65,64,69,71,70,75,13,NA,NA,NA,27,6,46,NA,2023-03-09T16:47:42Z,TRUE,FALSE,6,6,619
NA,881,base,interview,2023-03-13T20:38:20Z,NA,8,17,12,26,18,22,2,NA,NA,NA,7,2,11,NA,2023-03-13T20:38:31Z,TRUE,FALSE,6,6,881
NA,919,base,interview,2023-03-13T20:39:05Z,NA,-9,-9,-9,-9,-9,-9,3,NA,NA,NA,11,2,16,NA,2023-03-13T20:39:21Z,TRUE,FALSE,6,6,919
NA,750,base,interview,2023-03-14T20:32:16Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,6,3,11,NA,2023-03-14T20:32:27Z,TRUE,FALSE,6,6,750
NA,948,base,interview,2023-03-19T12:43:39Z,Ich möchte meine Daten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,-9,-9,-9,-9,-9,-9,5,NA,NA,8,10,7,30,NA,2023-03-19T12:44:10Z,TRUE,FALSE,6,6,948
NA,900,base,interview,2023-03-21T14:58:48Z,NA,-9,-9,-9,-9,-9,-9,5,NA,NA,NA,48,NA,53,NA,2023-03-21T14:59:41Z,FALSE,FALSE,5,5,900
NA,809,base,interview,2023-03-22T14:40:18Z,NA,-9,-9,-9,-9,-9,-9,2,NA,NA,NA,5,8,15,NA,2023-03-22T14:40:33Z,TRUE,FALSE,6,6,809
